6123;Posto Shell Estação Anchieta;27/04/17;OK;OK;;27/04/17;27/04/17;OK;;;
6111;Posto Shell Humaita;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6336;Posto Shell M Super;04/05/17;OK;04/05/17;;04/05/17;04/05/17;OK;;;
6110;Posto Shell Estonia 4;08/05/17;OK;08/05/17;;08/05/17;08/05/17;;;;
6240;Posto Shell Lubricar;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;;;;
6496;Posto Shell Higienopolis Santo Andre;11/05/17;11/05/17;11/05/17;;11/05/17;11/05/17;11/05/17;;;
6135;Posto Shell Tratto;15/05/17;OK;15/05/17;;15/05/17;15/05/17;;;;
6420;Posto Shell Vitoria;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6620;Posto Shell Automix;OK;18/05/17;OK;;OK;18/05/17;;;;
6094;Posto Shell Arco Verde;22/05/17;22/05/17;OK;;22/05/17;22/05/17;;;;
6108;Posto Shell Hiperpetro;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;24/05/17;;;
6091;Posto Shell Sergio Motta Marques;OK;OK;OK;;OK;25/05/17;;;;
6133;Posto Shell Argetax Anchieta;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6360;Posto Shell Itarare Sao Vicente;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;31/05/17;;;
6415;Posto Shell Aguia de Haia;01/06/17;01/06/17;01/06/17;;01/06/17;01/06/17;;;;
6334;Posto Shell Quality Casablanca;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;;;;
6077;Posto Shell Nellu;07/06/17;07/06/17;OK;;07/06/17;07/06/17;;;;
6102;Posto Shell Marina;08/06/17;08/06/17;08/06/17;;08/06/17;08/06/17;;;;
6132;Posto Shell Vanessa Santos Silva;12/06/17;12/06/17;12/06/17;;12/06/17;12/06/17;;;;
6068;Posto Shell Kll;19/06/17;19/06/17;OK;;19/06/17;19/06/17;;;;
6136;Posto Shell Novo Barao 2;21/06/17;OK;OK;;21/06/17;21/06/17;;;;
6298;Posto Shell Bap Bar�o;22/06/17;22/06/17;OK;;OK;OK;;;;
6118;Posto Shell Muraki;26/06/17;OK;26/06/17;;26/06/17;26/06/17;;;;
6241;Posto Shell Sol;28/06/17;28/06/17;28/06/17;;28/06/17;28/06/17;;;;
6377;Posto Shell Guigui;29/06/17;29/06/17;29/06/17;;29/06/17;29/06/17;;;;
6378;Posto Shell Dias;03/07/17;OK;03/07/17;;03/07/17;03/07/17;;;;
6239;Posto Shell Jordanopolis;05/07/17;05/07/17;05/07/17;;05/07/17;05/07/17;;;;
6092;Posto Shell Vielfe Martins;06/07/17;OK;06/07/17;;06/07/17;06/07/17;;;;
6131;Posto Shell Nautica Frei Gaspar;07/07/17;07/07/17;07/07/17;;07/07/17;07/07/17;;;;
6011;Posto Shell Ralpha;OK;22/02/17;OK;;OK;22/02/17;;;OK;
6116;Posto Shell Santa terezinha;OK;OK;OK;;OK;17/02/17;;;;
6323;Posto Shell Vitrine;24/02/17;OK;OK;OK;OK;OK;OK;;;
6117;Posto Shell CPC;OK;OK;OK;;OK;22/02/17;;OK;;
6020;Posto Shell Alpha Marte;22/02/17;22/02/17;22/02/17;;OK;22/02/17;;;;
6196;Posto Shell SPW;OK;23/02/17;OK;;23/02/17;23/02/17;OK;;;
6283;Posto Shell Progresso;OK;OK;OK;;OK;24/02/17;;;;
6025;Posto Shell Batalha;03/03/17;OK;03/03/17;;03/03/17;03/03/17;OK;;02/03/17;
6130;Posto Shell Recanto da seringueira;06/03/17;OK;06/03/17;;OK;06/03/17;;;;
6490;Posto Shell Progresso Eloy Chaves;07/03/17;OK;OK;OK;OK;OK;OK;;;
6354;Posto Shell Azulao;08/03/17;08/03/17;08/03/17;;08/03/17;08/03/17;;08/03/17;;
6285;Posto Shell Cidade Do Vinho;OK;OK;OK;;09/03/17;09/03/17;;;;
6076;Posto Shell Nova Itapevi;10/03/17;10/03/17;OK;OK;OK;OK;;;;
6002;Posto Shell Orion;13/03/17;13/03/17;OK;;OK;13/03/17;OK;;;
6294;Posto Shell Telles;15/03/17;OK;15/03/17;;15/03/17;15/03/17;;;;15/03/17
6049;Posto Shell Francisco Morato;OK;OK;OK;;16/03/17;16/03/17;OK;OK;OK;OK
6024;Posto Shell Tasca;17/03/17;OK;17/03/17;OK;17/03/17;OK;;OK;;
6161;Posto Shell Arco Verde Cotia;20/03/17;20/03/17;OK;;OK;20/03/17;OK;;;
6100;Posto Shell Ouro de barueri;OK;OK;OK;;OK;22/03/17;;;;
6302;Posto Shell Parque Villa Lobos;OK;OK;OK;;23/03/17;23/03/17;;;;
6058;Posto Shell Bordo;27/03/17;27/03/17;OK;;OK;27/03/17;OK;;;
6056;Posto Shell Center Car;29/03/17;29/03/17;29/03/17;;29/03/17;29/03/17;;;;
6384;Posto Shell Sete Estrelas;OK;OK;OK;;30/03/17;30/03/17;;;;
6284;Posto Shell Keeper;OK;OK;OK;;03/04/17;03/04/17;;;;
6282;Posto Shell Parque da Uva;05/04/17;OK;OK;;05/04/17;05/04/17;OK;;;
6412;Posto Shell Duque City;07/04/17;OK;OK;;07/04/17;07/04/17;;;06/04/17;
6001;Posto Shell Ramal;10/04/17;OK;10/04/17;;10/04/17;10/04/17;;;;
6167;Posto Shell Sao Conrado;12/04/17;12/04/17;OK;;12/04/17;12/04/17;OK;;;
6038;Posto Shell Benets;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;19/04/17;18/04/17;
6008;Posto Shell Rimacris;24/04/17;OK;OK;;24/04/17;24/04/17;OK;;;
6459;Posto Shell Duque Conde Alphaville;26/04/17;26/04/17;26/04/17;;26/04/17;26/04/17;;26/04/17;;
6106;Posto Shell Caracas Oil;27/04/17;OK;27/04/17;;27/04/17;27/04/17;OK;;;
6097;Posto Shell Saint Germain;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6281;Posto Shell Bate Bola;04/05/17;OK;OK;;04/05/17;04/05/17;OK;;;
6361;Posto Shell Retiro;08/05/17;OK;08/05/17;;08/05/17;08/05/17;;;;
6057;Posto Shell Moinho Velho;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;;;;
6127;Posto Shell Osasco Country;11/05/17;OK;OK;;11/05/17;11/05/17;;;;
6522;Posto Shell Trento;15/05/17;OK;OK;;15/05/17;15/05/17;;OK;OK;OK
6018;Posto Shell Faga e Bizarria;17/05/17;OK;OK;;17/05/17;17/05/17;17/05/17;;;
6095;Posto Shell Jaguare;18/05/17;OK;OK;;18/05/17;18/05/17;OK;;;
6204;Posto Shell Mingo;22/05/17;22/05/17;22/05/17;;22/05/17;22/05/17;;;;22/05/17
6246;Posto Shell Veneza;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;;;;
6387;Posto Shell Panamericano;25/05/17;25/05/17;OK;;25/05/17;25/05/17;;;;
6074;Posto Shell Kobayachi;29/05/17;OK;29/05/17;;29/05/17;29/05/17;;;;
6075;Posto Shell 45;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;;;;
6028;Posto Shell Sao Gualter;01/06/17;OK;01/06/17;;01/06/17;01/06/17;;;;
6256;Posto Shell CRS;OK;OK;OK;;OK;OK;;;;
