2959;t;;1477401401;TASK0145170;;1;7;1;8;3660;2016-10-25
2980;t;;1481632596;TASK0158539;;1;7;1;9;3668;2016-12-13
3001;t;;1476370991;INC0178535;;7;5;1;2;3502;2016-10-13
3022;t;;1481635804;TASK0158577;;4;2;1;8;3379;2016-12-13
3043;t;;1474726036;INC0174917;;2;8;1;2;3610;2016-09-24
3064;t;;1479140794;TASK0151024;;2;8;1;8;3598;2016-11-14
3085;t;;1485462107;INC0203208;;3;4;1;2;3540;2017-01-26
3106;t;;1477938142;TASK0147002;;7;5;1;8;3658;2016-10-31
3127;t;;1485888320;INC0203321;;3;4;1;2;3642;2017-01-31
3148;t;;1477933722;TASK;;10;9;1;8;3283;2016-10-31
3169;t;;1482936823;INC0196493;;7;5;1;2;3689;2016-12-28
3190;t;;1479140699;INC;;4;2;1;2;3317;2016-11-14
3211;t;;1483373072;INC0197973;;1;7;1;2;3666;2017-01-02
3232;t;;1479491144;TASK0152062;;5;3;1;1;3646;2016-11-18
3253;t;;1485957108;TASK0172563;;5;3;1;8;3422;2017-02-01
3274;t;;1480700113;TASK0137351;;10;9;1;6;3449;2016-12-02
3295;t;;1476963338;INC;;1;7;1;2;3659;2016-10-20
3316;t;;1486209599;TASK0172016;;5;3;1;8;3719;2017-02-04
3337;t;;1483385974;TASK0161473;;8;6;1;6;3470;2017-01-02
3358;t;;1479821210;INC0187808;;1;7;1;2;3645;2016-11-22
3379;t;;1476981772;TASK0143935;;7;5;1;8;3502;2016-10-20
3400;t;;1483448586;INC0198169;;5;3;1;2;3349;2017-01-03
3421;t;;1481845802;TASK0159440;;7;5;1;6;3615;2016-12-15
3442;t;;1479832409;TASK0152925;;10;9;1;6;3364;2016-11-22
3463;t;;1479834535;TASK0152872;;2;8;1;9;3587;2016-11-22
3484;t;;1484649578;INC0200839;;9;10;1;2;3280;2017-01-17
3505;t;;1483631003;INC0198633;;3;4;1;2;3607;2017-01-05
3526;t;;1481152862;TASK0157001;;3;4;1;6;3389;2016-12-07
3547;t;;1475087297;TASK0137377;;2;8;1;8;3591;2016-09-28
3568;t;;1484678963;TASK0168228;;2;8;1;6;3621;2017-01-17
3589;t;;1484921546;TASK0169484;;1;7;1;8;3677;2017-01-20
3610;t;;1484925829;TASK0164262;;10;9;1;6;3400;2017-01-20
3631;t;;1484932075;TASK0169496;;3;4;1;6;3532;2017-01-20
3652;t;;1484935394;INC0201853;;9;10;1;2;3486;2017-01-20
3673;t;;1484066251;INC0199829;;5;3;1;2;3288;2017-01-10
3694;t;;1478547741;TASK0149017;;7;5;1;1;3527;2016-11-07
3715;t;;1475254426;INC0176294;;4;2;1;2;3514;2016-09-30
3736;t;;1473428404;TASK0126695;;2;8;1;10;3599;2016-09-09
3757;t;;1474123068;TASK;;8;6;1;8;3465;2016-09-17
3778;t;;1472130902;INC0168254;;2;8;1;2;3627;2016-08-25
3799;t;;1472496921;TASK0129315;;7;5;1;8;3612;2016-08-29
3820;t;;1477314504;INC0181587;;8;6;1;2;3531;2016-10-24
3841;t;;1485266733;Null;;15;14;1;11;3520;2017-01-24
3862;t;;1475687239;INC0177608;;8;6;1;2;3554;2016-10-05
3883;t;;1472562337;INC.;;10;9;1;2;3277;2016-08-30
3904;t;;1477659293;TASK0146398;;1;7;1;8;3645;2016-10-28
3925;t;;1472563739;INC0169339;;6;1;1;2;3513;2016-08-30
3946;t;;1478628553;TASK0148572;;2;8;1;3;3685;2016-11-08
3967;t;;1485615663;INCIN0203827;;1;7;1;2;3679;2017-01-28
3988;t;;1474920930;INC0175383;;7;5;1;2;3572;2016-09-26
4009;t;;1485285265;INC0202297;;5;3;1;2;3459;2017-01-24
4030;t;;1477505440;TASK0144599;;10;9;1;9;3266;2016-10-26
4051;t;;1481559870;TASK0126619;;9;10;1;10;3304;2016-12-12
4072;t;;1476798589;TASK0143131;;4;2;1;8;3288;2016-10-18
4093;t;;1480352757;TASK0123105;;10;9;1;10;3275;2016-11-28
2131;t;;1478949064;INC0186426;;1;7;1;2;3659;2016-11-12
2153;t;;1481737035;INC0193000;;4;2;1;2;3442;2016-12-14
2175;t;;1478044070;TASK0147348;;2;8;1;8;3682;2016-11-01
2197;t;;1481739288;TASK0158988;;7;5;1;6;3649;2016-12-14
2219;t;;1479734142;TASK0149750;;2;8;1;6;3593;2016-11-21
2241;t;;1476710417;INC0180126;;8;6;1;2;3477;2016-10-17
2263;t;;1481892770;INC0193822;;4;2;1;2;3303;2016-12-16
2285;t;;1479839596;TASK0126699;;7;5;1;10;3689;2016-11-22
2307;t;;1479840891;INC0188510;;5;3;1;2;3579;2016-11-22
2329;t;;1478528976;TASK0148882;;2;8;1;8;3608;2016-11-07
2351;t;;1483698158;TASK0164990;;9;10;1;7;3430;2017-01-06
2373;t;;1482248143;TASK0159433;;10;9;1;8;3273;2016-12-20
2395;t;;1480964052;TASK0156346;;5;3;1;8;3321;2016-12-05
